question,language_code,answer
Frage: Welche Verordnung legt die pauschalen Einfuhrwerte für Obst und Gemüse fest und wann ist diese in Kraft getreten?,de,"

Antwort: Die Verordnung (EG) Nr. 733/2006 der Kommission legt die pauschalen Einfuhrwerte für Obst und Gemüse fest. Sie ist am 17. Mai 2006 in Kraft getreten."
Frage: Welche Mengen der Lieferverpflichtungen von Rohrzucker wurden für den Lieferzeitraum 2003/2004 geändert und wie lauten die neuen Mengen?,de,"

Antwort: Die Menge der Lieferverpflichtungen für Simbabwe wurde um 6858,11 Tonnen erhöht, während die Mengen für andere Ausfuhrländer unverändert bleiben. Die aktualisierte Menge für Simbabwe beträgt nun 32.685,81 Tonnen."
Frage: Welche Abkommen werden durch den Beschluss des Rates vom 16. September 1996 vorläufig angewendet und ab wann?,de,"

Antwort: Der Beschluss sieht vor, dass die bilateralen Abkommen über den Handel mit Textilwaren mit Armenien, Aserbaidschan, Georgien, Kasachstan, Kirgisistan, Moldawien, Tadschikistan und Turkmenistan sowie die Abkommen in Form von Notenwechseln mit Armenien, Aserbaidschan, Georgien, Kasachstan und Moldawien, die den Beitritt Österreichs, Finnlands und Schwedens zur Europäischen Union berücksichtigen, ab dem 1. Januar 1996 vorläufig angewendet werden."
Frage: Welche Funkstationen wurden aus dem Anhang I der Verordnung (EWG) Nr. 2166/83 gestrichen?,de,"

Antwort: Die Funkstationen Deutschlands und Frankreichs."
"Falls keine anders lautende Vereinbarung besteht, wer trägt die Kosten der von den Teilnehmerstaaten geleisteten Hilfe bei einem Einsatz innerhalb der Gemeinschaft?",de,"

Der um Hilfe ersuchende Staat trägt die Kosten der von den Teilnehmerstaaten geleisteten Hilfe bei einem Einsatz innerhalb der Gemeinschaft."
"Frage: Welche Mengen an Rindfleisch können die genannten Mitgliedstaaten aus bestimmten Staaten in Afrika, der Karibik und dem Pazifischen Ozean importieren, und für welche Länder gelten diese Importmengen?",de,"

Antwort: Deutschland kann 100 Tonnen Rindfleisch aus Botswana und 360 Tonnen aus Namibia importieren, während das Vereinigte Königreich 500 Tonnen aus Botswana und 300 Tonnen aus Namibia beziehen darf. Insgesamt können die genannten Mitgliedstaaten Rindfleisch aus den folgenden Ländern importieren: Botswana (14 359 Tonnen), Kenia (142 Tonnen), Madagaskar (7 579 Tonnen), Swasiland (3 363 Tonnen), Simbabwe (9 100 Tonnen) und Namibia (7 492 Tonnen)."
Frage: Welche Maßnahmen können von der Europäischen Gemeinschaft zur Förderung des Verbrauchs von lebenden Pflanzen und Blumenhandelswaren aus der Gemeinschaftserzeugung unterstützt werden und wie hoch ist der Finanzierungsbeitrag?,de,"

Antwort: Die Europäische Gemeinschaft kann Maßnahmen zur Förderung des Verbrauchs von Waren des Blumenhandels und lebenden Pflanzen aus der Gemeinschaftserzeugung finanziell unterstützen. Dazu gehören Werbung, Öffentlichkeitsarbeit sowie die Beteiligung an und die Organisation von Ausstellungen und anderen kommerziellen Veranstaltungen. Diese Maßnahmen dürfen keine Handelsmarken berücksichtigen und keine Erzeugnisse aus bestimmten Mitgliedstaaten bevorzugen. Die Finanzierung durch die Gemeinschaft darf 60 % der tatsächlichen Kosten dieser Maßnahmen nicht übersteigen."
Frage: Welche Änderungen werden in der Verordnung (EG) Nr. 1162/95 hinsichtlich der Erstattungen für Reis und ihrer Anpassung vorgenommen?,de,"

Antwort: Die Verordnung (EG) Nr. 1527/96 ändert die Verordnung (EG) Nr. 1162/95, indem sie eine erste Anpassung der Erstattungen am ersten Tag des Kalendermonats nach dem Monat der Lizenzbeantragung vorsieht und den Unterschied zwischen den Interventionspreisen berücksichtigt, der sich aus der Umstellung vom Wirtschaftsjahr 1995/96 auf das Wirtschaftsjahr 1996/97 ergibt. Danach erfolgen weitere Anpassungen monatlich."
Frage: Welche Tiere dürfen aus der Slowakischen Republik in die Mitgliedstaaten der Europäischen Gemeinschaften eingeführt werden und welche veterinärrechtlichen Anforderungen gelten dafür?,de,"

Antwort: Aus der Slowakischen Republik dürfen nur Hausrinder und Hausschweine eingeführt werden. Für die Einfuhr gelten folgende Bedingungen:

- Die Tiere müssen den Anforderungen entsprechender Gesundheitsbescheinigungen genügen, die in den Anhängen A (Zucht- oder Nutzrinder) bzw. B (Schlachtrinder) der Entscheidung festgelegt sind und von diesen begleitet werden.
- Die Einfuhr von Zucht- oder Nutzschweinen ist erst ab einem vom Rat der Europäischen Union festgesetzten Termin möglich, frühestens jedoch zwölf Monate nach dem offiziellen Verbot der Schweinepestimpfung in der Slowakischen Republik.
- Für die Einfuhr von Rindern gelten zusätzliche Anforderungen hinsichtlich ihrer Herkunft aus Beständen, die frei von enzootischer Rinderleukose sind oder unter ein nationales Programm zur Tilgung dieser Krankheit fallen.
- Es dürfen nur Tiere eingeführt werden, die nicht gegen die Maul- und Klauenseuche bzw. die Schweinepest geimpft wurden."
Welche Richtlinie legt die Kapitaladäquanzanforderungen für Wertpapierfirmen und Kreditinstitute fest sowie die Vorschriften für ihre Berechnung und ihre Beaufsichtigung und wann ist sie in Kraft getreten?,de,
Frage: Welche Getreideerzeugnisse mit Ursprung in der Tschechischen Republik sind im Rahmen des Beschlusses 2003/298/EG des Rates von der Zahlung von Einfuhrzöllen befreit?,de,"

Antwort: Die Einfuhr von Weizen und Mengkorn des KN-Codes 1001 sowie Mais der KN-Codes 1005 10 90 und 1005 90 00 in die Europäische Gemeinschaft ist von der Zahlung von Einfuhrzöllen befreit."
Frage: Welches ist der Zweck der Verordnung Nr. 774/2002 der Kommission?,de,"

Antwort: Die Verordnung Nr. 774/2002 der Kommission dient der Eröffnung öffentlicher Versteigerungen von Weinalkohol zur Verwendung als Bioethanol im Kraftstoffsektor der Europäischen Gemeinschaft. Mit den Versteigerungen soll zum einen der gemeinschaftliche Interventionsbestand an Weinalkohol verringert und zum anderen der Versorgungsbedarf der zugelassenen Unternehmen gedeckt werden."
Frage: Welche Arten von Kontrollen gelten für in Drittländern registrierte oder zugelassene Fahrzeuge im Straßen- und Binnenschiffsverkehr innerhalb der Europäischen Gemeinschaft und wo werden diese durchgeführt?,de,"

Antwort: Gemäß der Verordnung des Rates Nr. 3912/92 werden die in Artikel 1 genannten Kontrollen nicht mehr an den Binnengrenzen der Mitgliedstaaten durchgeführt, sondern im Rahmen der normalen Kontrollen, die die Mitgliedstaaten auf ihrem gesamten Hoheitsgebiet durchführen. Diese Kontrollen umfassen die Überprüfung technischer Merkmale, Genehmigungen und anderer für Straßenfahrzeuge und Binnenschiffe erforderlicher Dokumente."
"Frage: Welche Verordnung wurde am 19. Juni 2002 von der Kommission der Europäischen Gemeinschaften erlassen, um den Erstattungsbetrag für Getreide zu ändern und ab wann ist sie in Kraft?",de,"

Antwort: Verordnung (EG) Nr. 1065/2002 der Kommission vom 19. Juni 2002. Sie trat am 20. Juni 2002 in Kraft."
Frage: Welche Verordnung legt die Erstattungen für die Ausfuhr von Olivenöl fest und wann ist diese in Kraft getreten?,de,"

Antwort: Die Verordnung (EG) Nr. 1219/2002 der Kommission vom 5. Juli 2002 legt die Erstattungen für die Ausfuhr von Olivenöl fest. Sie ist am 6. Juli 2002 in Kraft getreten."
Frage: Welche Änderung des Rahmenprogramms für die südlichen Regionen Frankreichs wurde von der Kommission am 10. Juni 1981 genehmigt?,de,"

Antwort: Die Änderung, die eine Anpassung des Programms an den zusätzlichen Bedarf für die Trinkwasserversorgung vorsieht, wurde von der Kommission gemäß der Verordnung (EWG) Nr. 1760/78 genehmigt."
Frage: Welche Ausfuhrlizenzen werden durch diese Verordnung abgelehnt und für welche Daten?,de,"

Antwort: Die durch diese Verordnung abgelehnten Ausfuhrlizenzen betreffen Erzeugnisse mit den KN-Codes 1102 20 10, 1102 20 90, 1103 13 10, 1103 13 90, 1104 23 10, 1108 12 00, 1108 13 00, 1702 30 51, 1702 30 91, 1702 30 99, 1702 40 90 und 1702 90 50, für die am 8. und 9. April 2004 Antragsstellungen erfolgte."
Frage: Welche Verordnung legt die von der Kommission festgesetzten pauschalen Einfuhrwerte für Obst und Gemüse fest und wann ist sie in Kraft getreten?,de,"

Antwort: Die Verordnung (EG) Nr. 994/2003 der Kommission legt die pauschalen Einfuhrwerte für Obst und Gemüse fest und ist am 12. Juni 2003 in Kraft getreten."
Frage: Welche Verordnung regelt die Eröffnung von Gemeinschaftszollkontingenten für Schafe und Ziegen sowie Schaf- und Ziegenfleisch für das Jahr 2004 und wie lautet ihre Gültigkeit?,de,"

Antwort: Die Verordnung (EG) Nr. 2233/2003 der Kommission vom 23. Dezember 2003 regelt die Eröffnung von Gemeinschaftszollkontingenten für Schafe und Ziegen sowie Schaf- und Ziegenfleisch für das Jahr 2004. Sie tritt am siebten Tag nach ihrer Veröffentlichung im Amtsblatt der Europäischen Union in Kraft und gilt ab dem 1. Januar 2004."
"Kann die in Artikel 21 des Gesetzes Nr. 21 der Region Sardinien vorgesehene Beihilfe für Landwirtschaftsbetriebe, die andere Brennstoffe als Erdgas verwenden, auf eine der Ausnahmebestimmungen des Artikels 87 Absatz 3 des EG-Vertrags gestützt werden und ist daher mit dem Gemeinsamen Markt vereinbar?",de,"

Nein, die Beihilfe kann nicht auf eine der Ausnahmebestimmungen gestützt werden und ist daher mit dem Gemeinsamen Markt nicht vereinbar, da sie keine strukturellen Auswirkungen auf die Entwicklung des Sektors hat und somit eine reine Betriebsbeihilfe darstellt, die gegen Punkt 3.5 des Gemeinschaftsrahmens für staatliche Beihilfen im Agrarsektor verstößt."
"Frage: Welche Menge Weichweizen wurde aus dänischen und britischen Interventionsstellen zum Verkauf auf dem Binnenmarkt angeboten, und welche Mindestmenge gilt für die Angebote nach der Änderung durch die Kommission?",de,"

Antwort: Es wurden insgesamt 292.600 Tonnen Weichweizen aus dänischen und britischen Interventionsstellen zum Verkauf angeboten. Nach der Änderungsverordnung der Kommission müssen sich die Angebote auf eine Mindestmenge von 100 Tonnen beziehen."
Frage: Welche Erstattungssätze werden für die Ausfuhr bestimmter Erzeugnisse des Zuckersektors in Form von nicht unter Anhang I des Vertrags fallenden Waren festgesetzt?,de,"

Antwort: Die Erstattungssätze für die Ausfuhr bestimmter Erzeugnisse des Zuckersektors in Form von nicht unter Anhang I des Vertrags fallenden Waren werden im Anhang der Verordnung (EG) Nr. 1392/2005 festgesetzt. Die Sätze betragen für je 100 kg der betreffenden Grunderzeugnisse:
- 42,99 Euro für Weißzucker,
- 35,29 Euro für Rohzucker,
- 37,92 Euro für Zuckersirup und
- 27,99 Euro für Isoglucose.
"
Frage: Welche Gebiete gelten gemäß der geänderten Entscheidung 2006/415/EG als Gebiet A und Gebiet B hinsichtlich der Schutzmaßnahmen gegen die hochpathogene aviäre Influenza des Subtyps H5N1 und wo befinden sich diese Gebiete?,de,"

Antwort: Gebiet A, das einem bestätigten Ausbruch der Seuche entspricht, besteht aus dem Landkreis Görlitz in Sachsen. Gebiet B, das einem vermuteten Ausbruch entspricht, besteht aus den Bundesländern Brandenburg, Mecklenburg-Vorpommern, Sachsen und Sachsen-Anhalt."
Frage: Welche Frist wurde in Bezug auf die Verordnung (EWG) Nr. 2046/89 verlängert und warum?,de,"

Antwort: Die Frist für die Anwendung von Artikel 2 Absatz 3 der Verordnung (EWG) Nr. 2046/89 wurde verlängert. Diese Bestimmung ermöglicht es den Mitgliedstaaten, Erzeugergemeinschaften Erzeugern gleichzustellen, was die obligatorische Destillation angeht. Die Verlängerung erfolgte, um den Mitgliedstaaten mehr Zeit zu geben, da die Kommission einen Bericht über die Anwendung dieser Bestimmung vorbereitete und der Rat die anschließenden Maßnahmen festlegte. Die Frist wurde bis zum 31. August 1994 verlängert, um dies zu ermöglichen."
Frage: Welche Faktoren bestimmen die Höhe der Einfuhrzölle für Reis gemäß der Verordnung (EG) Nr. 1977/2002 der Kommission?,de,"

Antwort: Die Höhe der Einfuhrzölle für Reis wird durch die Bestimmungen der Verordnung (EG) Nr. 3072/95 und die in Anhang II der Verordnung (EG) Nr. 1977/2002 genannten Bestandteile bestimmt. Gemäß Artikel 11 dieser Verordnungen hängt der Zoll von der Art des Reisprodukts ab und wird berechnet als Summe des Interventionspreises und eines bestimmten Prozentsatzes des Preises, der beim Import geschälten oder vollständig geschliffenen Reises zu entrichten ist, abzüglich des Einfuhrpreises. Für die Berechnung des Einfuhrzolls ist zudem der Gemeinsame Zolltarif maßgeblich."
"Frage: Welche Verordnung legt die pauschalen Einfuhrwerte für Obst und Gemüse fest, die zur Bestimmung der Einfuhrpreise berücksichtigt werden müssen, und wann ist diese Verordnung in Kraft getreten?",de,"

Antwort: Die Verordnung (EG) Nr. 342/2008 der Kommission legt die pauschalen Einfuhrwerte fest und ist am 18. April 2008 in Kraft getreten."
"Frage: Welchem Land wurde eine Ausnahmegenehmigung für die Herstellung von zwei Gasentladungslampentypen gewährt, die in zwei Scheinwerfertypen für ein bestimmtes Kraftfahrzeug eingebaut werden sollen, und unter welcher Bedingung?",de,"

Antwort: Deutschland erhielt die Ausnahmegenehmigung, jedoch nur unter der Bedingung, dass der betreffende Fahrzeugtyp mit einem automatischen Leuchtweitenregler, einer Scheinwerferreinigungsanlage und einem System ausgestattet ist, das garantiert, dass das Abblendlicht auch bei eingeschaltetem Fernlicht in Betrieb bleibt."
"Frage: Welcher Betrag wird Kobemac Ltd als Erstattung des Antidumpingzolls gewährt, den sie für einen von Kobelco hergestellten und exportierten hydraulischen Bagger entrichtet hat?",de,"

Antwort: Ein Betrag von [...] Pfund Sterling."
Frage: Welche Waren sind in der Verordnung (EG) Nr. 1578/2006 aufgeführt und wie werden sie eingereiht?,de,"

Antwort: Die Verordnung (EG) Nr. 1578/2006 legt fest, dass die in Spalte 1 der Tabelle im Anhang der Verordnung aufgeführten Waren in die Kombinierte Nomenklatur eingereiht werden. Dies erfolgt unter die in Spalte 2 genannten KN-Codes mit den entsprechenden Begründungen in Spalte 3. Die Waren umfassen beispielsweise Textilien, Lebensmittel und elektronische Geräte. Die Einreihung erfolgt auf Grundlage der Beschreibung der Waren in Spalte 1 in die entsprechenden Positionen der Kombinierten Nomenklatur, wie in Spalte 2 angegeben "
"Fragen: Welche Verordnung legt die pauschalen Einfuhrwerte für Obst und Gemüse fest, die in der Verordnung (EG) Nr. 1234/2007 über eine gemeinsame Organisation der Agrarmärkte festgelegt sind, und wann ist diese Verordnung in Kraft getreten?",de,"

Antwort: Die Verordnung (EG) Nr. 840/2008 der Kommission legt die pauschalen Einfuhrwerte fest und ist am 27. August 2008 in Kraft getreten."
Frage: Welche Verordnung legt die pauschalen Einfuhrwerte für Obst und Gemüse fest und wann ist diese in Kraft getreten?,de,"

Antwort: Die Verordnung (EG) Nr. 1906/2005 der Kommission vom 22. November 2005 legt die pauschalen Einfuhrwerte für Obst und Gemüse fest und ist am 23. November 2005 in Kraft getreten. "
Frage: Welches Programm wurde von der Kommission am 25. Mai 1983 genehmigt und auf welche Bereiche bezog es sich?,de,"

Antwort: Die Kommission genehmigte das von der deutschen Regierung vorgelegte Programm für den Bereich Zuchtvieh und Tierbesamung des Landes Bayern. Die Genehmigung bezog sich ausschließlich auf den Bereich Zuchtvieh."
"Frage: Welche Waren mit Ursprung in Jugoslawien unterliegen vom 24. April bis 31. Dezember 1990 wieder den Zollsätzen, die für Dritte gelten, und warum wurde diese Maßnahme getroffen?",de,"

Antwort: Die in der Anlage zur Verordnung aufgeführten Waren unterliegen während des genannten Zeitraums wieder den Zollsätzen für Dritte, weil die Einfuhren dieser Waren aus Jugoslawien den im Kooperationsabkommen zwischen der Europäischen Wirtschaftsgemeinschaft und Jugoslawien festgesetzten Plafond erreicht haben. Die Wiedererhebung der Zollsätze ist notwendig, weil die Marktlage in der Gemeinschaft dies erfordert."
Frage: Welche Entscheidung traf die Kommission am 27. August 1999 bezüglich der Blauzungenkrankheit in Bulgarien und welche Bedingungen wurden gestellt?,de,"

Antwort: Die Kommission entschied, Bulgarien mit einer Finanzhilfe von höchstens 10.000 EUR für den Kauf von 100.000 Dosen Impfstoff zur Bekämpfung der Blauzungenkrankheit zu unterstützen. Als Bedingung für diese Hilfe müssen die bulgarischen Behörden Maßnahmen ergreifen oder zusichern, Maßnahmen zu ergreifen, um eine Impfzone festzulegen, die Tierbestände zu registrieren, geimpfte Schafe zu kennzeichnen und eine Informationskampagne durchzuführen."
